,Unnamed: 0,label,ids,data,flag,user,tweet_text
26512,1043149,1,1957287687,Fri May 29 00:03:21 PDT 2009,NO_QUERY,FAMOUSweekly,http://twitpic.com/664yd - Ruby Rose and Catherine McNeil v2.0: The M-15 version.  xxx @RubyRose1
186,1085919,1,1969223669,Fri May 29 23:22:39 PDT 2009,NO_QUERY,MichaelMidnight,@thatzak hehehe now only if this fellow had a long flowing mane of a hair that would double as Batman's cape would he be an awesome sight 
40687,1199348,1,1985298342,Sun May 31 16:50:00 PDT 2009,NO_QUERY,SullivanTire,@wearetheredsox That will never happen! 
22913,272910,0,1990296120,Mon Jun 01 04:28:18 PDT 2009,NO_QUERY,themaddreamer,"Feeling all wrong and annoyed, which is pretty normal for me, unfortunately "
9568,1271381,1,2000547050,Mon Jun 01 22:21:49 PDT 2009,NO_QUERY,RichBecker,Look forward to seeing some familiar faces tomorrow at IABC Las Vegas. http://tinyurl.com/create.php 
40305,1248322,1,1995807032,Mon Jun 01 14:04:36 PDT 2009,NO_QUERY,TeachJoanne,Got a beer and a day off tomorrow. Relaxing evening should ensue.  
6909,61797,0,1686849505,Sun May 03 06:59:10 PDT 2009,NO_QUERY,BeerBert,Im hurt..  Seregon Gig  = Awesome mosh/hurtness
39048,6620,0,1469496243,Tue Apr 07 06:33:30 PDT 2009,NO_QUERY,fbertilsson,@Skylten I don't think I have that one 
5870,1052794,1,1961528082,Fri May 29 09:38:28 PDT 2009,NO_QUERY,Adrienne_Bailon,On the train back to NYC  @isthather says Connecticut makes her feel like she's in Canada. Best part is... She's never been to CANADA! LOL
909,1462094,1,2063997620,Sun Jun 07 04:52:27 PDT 2009,NO_QUERY,fiafii,at home. taking my book out to read in the sun 
46074,549801,0,2202743012,Tue Jun 16 22:19:59 PDT 2009,NO_QUERY,failwatcher,FAIL! @sirkyle: Crap. Dosent look like the tweetdeck iPhone app is supporting a friend/address book.  fail....
42461,215250,0,1975424370,Sat May 30 15:07:41 PDT 2009,NO_QUERY,emilyhighland,bored to the max. i cant upload a new picture 
43676,1180003,1,1981836721,Sun May 31 09:59:39 PDT 2009,NO_QUERY,traciechkn,@yourelameliz and i are going to high point in a little while. 
35932,516594,0,2191106097,Tue Jun 16 04:32:02 PDT 2009,NO_QUERY,CeJn,I hate waking up for school... 
33457,1144167,1,1977576414,Sat May 30 21:15:09 PDT 2009,NO_QUERY,amerynn,@dmportella I'll let you know how long it takes me 
24320,889147,1,1687529832,Sun May 03 08:56:23 PDT 2009,NO_QUERY,aliveasart,"CALLING ALL CREATIVES! If you are a new artist or a musician and want some free publicity on Aliveasart, DM me your info. I'll do my best "
1630,867530,1,1677793161,Sat May 02 04:01:14 PDT 2009,NO_QUERY,torilovesbradie,@Emmmaa___ awwwww thats so sweet  haha they are the nicest guys alive! xx
23194,514021,0,2190522980,Tue Jun 16 02:58:35 PDT 2009,NO_QUERY,5tephaN,Myspace is being stupid. 
19241,1480632,1,2066901986,Sun Jun 07 11:23:01 PDT 2009,NO_QUERY,nase_7,watchin' MIB II  Will Smiiiith *.*
42181,1437836,1,2061233617,Sat Jun 06 20:26:56 PDT 2009,NO_QUERY,earview,Reagan's graduation ceremony was better than expected. A lot of happy people  including me!
17585,846602,1,1564418907,Mon Apr 20 03:24:07 PDT 2009,NO_QUERY,iKasch,now it's sport... best part of school imho 
39042,523697,0,2193222524,Tue Jun 16 08:09:48 PDT 2009,NO_QUERY,bgevedon,oh god. Last night was awful. Sam im so sorry i couldnt make it. 
1743,979549,1,1833940024,Mon May 18 01:01:06 PDT 2009,NO_QUERY,LoriMoreno,@AnnetteDubow You go girl! Love You! Lori 
21701,1249226,1,1996024886,Mon Jun 01 14:25:02 PDT 2009,NO_QUERY,Lady_Lana,home relaxing on a monday !!! ahhhh 
47255,616354,0,2226631040,Thu Jun 18 12:11:22 PDT 2009,NO_QUERY,DayneofRamuh,@nikoscream ugh.. humidity sucks... I hate it. 
33571,767707,0,2300637202,Tue Jun 23 14:24:02 PDT 2009,NO_QUERY,Katikat,Darn it...just realized it is way past my bedtime  Good night tweeps.
4609,583566,0,2214986527,Wed Jun 17 17:30:46 PDT 2009,NO_QUERY,FAAQUE,Wishing I was on my way home from work already.. 
9365,1583095,1,2190396103,Tue Jun 16 02:36:32 PDT 2009,NO_QUERY,maisondestuff,[Sheri] 
34901,994036,1,1835487028,Mon May 18 06:06:12 PDT 2009,NO_QUERY,jdanforth,@pschiendelman haha my google satellite view is just a big clump of green oak tree tops.  
31732,351085,0,2018212004,Wed Jun 03 09:36:47 PDT 2009,NO_QUERY,itsamanda9,@RockinPRGirl that was the last set 
4810,1289633,1,2002634882,Tue Jun 02 04:46:05 PDT 2009,NO_QUERY,kitsunechie,@camilleramos added u~! thanks dearie~~~ 
40452,1112472,1,1972419437,Sat May 30 09:11:21 PDT 2009,NO_QUERY,serenaslevin,@Leeweiss YOY SUCK and i've decided how you owe me TEXTME when you get this!!! 
9489,965477,1,1827610549,Sun May 17 11:04:27 PDT 2009,NO_QUERY,mistahhalika,"Yay, gonna get my hair cut. "
34351,513768,0,2190466629,Tue Jun 16 02:48:44 PDT 2009,NO_QUERY,Xuwaina,back to arrayz... 
30382,1274345,1,2000959213,Mon Jun 01 23:26:08 PDT 2009,NO_QUERY,sillybeggar,"@BPageVsDDors I don't have any lined up right now for further north, but I would love to do some later in the year, if they'll have me "
18214,1353344,1,2046706881,Fri Jun 05 12:34:27 PDT 2009,NO_QUERY,brieenuutbutter,"@breathejess dorkier than a box of nerds, yup. and fineeee. but your going out with my tonight if i go. &amp; tell me what bands you find? "
36780,306102,0,2000148075,Mon Jun 01 21:30:27 PDT 2009,NO_QUERY,andreadelrayo,I'm back twitters and ohgosh I'm exhausted ! but I've to do my chemistry homework 
37479,853146,1,1573129509,Mon Apr 20 23:50:22 PDT 2009,NO_QUERY,ImLauraa,Looking forward to after school - friends are coming round  probs sliding down hills on our butts again or something completely random
10409,811388,1,1470043932,Tue Apr 07 08:10:45 PDT 2009,NO_QUERY,fantasyfairy,@HiddenErin find him and let us know where he is 
27316,677242,0,2248631552,Fri Jun 19 20:56:00 PDT 2009,NO_QUERY,Deeva824,- it is a bit aggravating that I have run out of smokes. 
6580,1247957,1,1995679511,Mon Jun 01 13:52:35 PDT 2009,NO_QUERY,Marycha333,@ChaCha333 hooray! I've discovered the cure for vampirism 
34266,1307790,1,2012556305,Tue Jun 02 20:51:57 PDT 2009,NO_QUERY,FLYbabyCarley,@JonathanRKnight But then again... There's always youtube 
29481,1532255,1,2178212398,Mon Jun 15 07:21:52 PDT 2009,NO_QUERY,CarolineGuichon,http://bit.ly/mAxQY  ~ ok hope this link works  
2430,1565407,1,2187529827,Mon Jun 15 20:25:05 PDT 2009,NO_QUERY,ashleychapin,haha... April 16th. FINAL ANSWER 
19098,641139,0,2235166569,Fri Jun 19 00:34:38 PDT 2009,NO_QUERY,senorkaos,@DecaturDan Damn Matt @Nicekicks snuck into ATL and didn't even holla at the kid?  Hit Glady's for those Chicken &amp; Waffles.
40191,887275,1,1686955857,Sun May 03 07:19:45 PDT 2009,NO_QUERY,HelloMindy,Such a gorgeous day.  Plans are being postponed
10126,1295075,1,2003626088,Tue Jun 02 06:52:18 PDT 2009,NO_QUERY,jason_clement,@AlastairsFeed ugh... need to make a tower with wheels... so I can tug it around 
23947,124323,0,1834089701,Mon May 18 01:35:19 PDT 2009,NO_QUERY,LauraDimes,Its monday tomorrow get to see my samples! But really feeling this vaca depression slowly sinking in 
25649,1367580,1,2050434557,Fri Jun 05 18:39:47 PDT 2009,NO_QUERY,LUCKYCARMEN,"Actually, just this: Love and Peace to you and all you love "
48277,224298,0,1977384323,Sat May 30 20:52:26 PDT 2009,NO_QUERY,Bolanile,Somehow the teams I tend to root for seem to disappoint me and never go all the way! I cant help but to feel somewhat responsible 
26525,212533,0,1974763018,Sat May 30 13:47:45 PDT 2009,NO_QUERY,floormat_,i miss the gf 
2093,866144,1,1677566785,Sat May 02 02:46:46 PDT 2009,NO_QUERY,_sugarbooger,has A LOT of energy 
24853,34019,0,1564680612,Mon Apr 20 04:31:48 PDT 2009,NO_QUERY,pedrocs,Already losing tweets #tweetie 
16897,538041,0,2198959971,Tue Jun 16 16:49:09 PDT 2009,NO_QUERY,shaluv7,after over 15 years....my brother is cutting his locks off today! WOW!!  
37422,1177494,1,1981424547,Sun May 31 09:07:29 PDT 2009,NO_QUERY,joanslade,Good morning 
35720,509176,0,2189345198,Mon Jun 15 23:49:19 PDT 2009,NO_QUERY,RaynbowDash,"ouch, my knee hurts. "
44282,946507,1,1822687886,Sat May 16 20:09:14 PDT 2009,NO_QUERY,Tdumas2008,Tiona says yeah I did thanks! 
7124,662081,0,2243474735,Fri Jun 19 13:29:47 PDT 2009,NO_QUERY,PARISnHOLLYWOOD,Remind me to NEVER go to Runyon Canyon at noon...it was sooooo hot! I got about 4 shades darker....with the worst sports bra tan 
2951,516931,0,2191189289,Tue Jun 16 04:43:47 PDT 2009,NO_QUERY,rhys_i_baby,sadly i will only be on twitter during school time because of my computer being infected with spyware and cant seem to get rid of it 
15070,1472112,1,2065330200,Sun Jun 07 08:22:24 PDT 2009,NO_QUERY,Kara_Alyce,&quot;Mah butt... &quot; - http://cheezburger.com/tw/?v1-150857 #lol #ichc  
1755,144559,0,1881994249,Fri May 22 06:00:55 PDT 2009,NO_QUERY,doughnuh,Awww. Syempre you left me again. 
26185,1473529,1,2065561194,Sun Jun 07 08:50:53 PDT 2009,NO_QUERY,budclicks,@Ceirysjewellery Throwing some love to Ceirysjewellery. She just broke my100 follower barrier 
1842,340497,0,2014854425,Wed Jun 03 02:54:34 PDT 2009,NO_QUERY,halleymiller,@rorygeragthy what happened to hot track of the day? 
25264,997288,1,1836044024,Mon May 18 07:15:43 PDT 2009,NO_QUERY,edwyna04,Ahhh...it feels good to be at work and NOT be stressed out about an upcoming event. Yeah...I'm chillin'  Time for my daily Clark Sisters!
26049,173638,0,1964122852,Fri May 29 13:45:31 PDT 2009,NO_QUERY,sparah07,bad mood and i dont feel good. too bad no one cares 
29377,18229,0,1556539968,Sat Apr 18 23:14:49 PDT 2009,NO_QUERY,ComeDriveMeWild,"@colorlesswords I KNEW THAT WOULD SCARE ME DAMMIT. The sound when you click his belly, way too sudden omg "
16589,96698,0,1792708524,Wed May 13 23:59:10 PDT 2009,NO_QUERY,iTeena,"@langfordperry That's how most of us felt when Friends ended. Actually, the feeling was worst cause it wasn't coming back "
18308,852102,1,1572888537,Mon Apr 20 22:55:12 PDT 2009,NO_QUERY,bunnieLUV,@ddlovato turn that frown upside down 
4933,311298,0,2001276798,Tue Jun 02 00:22:06 PDT 2009,NO_QUERY,CarrieAnadiotis,Just started studying for tomorrow's test &amp; won't be getting much sleep tonight 
8268,1114031,1,1972703060,Sat May 30 09:43:37 PDT 2009,NO_QUERY,shutupman,"Just read a sign on someones front door, it read, &quot;Sod the dog. Beware of the kids.&quot; "
41723,297459,0,1997414805,Mon Jun 01 16:48:33 PDT 2009,NO_QUERY,msmcporkchop,@Andrewmzs  thats a sad story!
3081,263102,0,1986422094,Sun May 31 18:48:51 PDT 2009,NO_QUERY,teddy_dunn,Ben Stiller with no braces and short hair= dissapoinment. 
20168,183152,0,1967350595,Fri May 29 19:25:15 PDT 2009,NO_QUERY,Justasimplegirl,Its pouringgg!  *I &lt;3 Cupcake*
30736,510569,0,2189684826,Tue Jun 16 00:38:29 PDT 2009,NO_QUERY,kbeertje,damn.. busy in the room 
3181,987865,1,1834707256,Mon May 18 03:56:04 PDT 2009,NO_QUERY,benkaspar,@MikeWeatherly you're an awesome actor and Tony is an awesome character. keep up the good work. greetings to the team 
22962,1175117,1,1981055885,Sun May 31 08:18:52 PDT 2009,NO_QUERY,jamesragudo,@austincarlile awesome quote 
10672,1445643,1,2062411368,Sat Jun 06 23:09:24 PDT 2009,NO_QUERY,kevincastro,sleepover with @karenontimz ... working  hard on our clothing line  and im getting pumped for my meeting with disney tmrw !
8609,1298829,1,2005501327,Tue Jun 02 09:47:14 PDT 2009,NO_QUERY,danielversola,@itsmanelli thanks for the live tweets 
45131,850777,1,1565575748,Mon Apr 20 07:04:44 PDT 2009,NO_QUERY,bbskelton,"Monday, Lord help me see the good in this day too! "
39913,1098538,1,1970494496,Sat May 30 04:05:33 PDT 2009,NO_QUERY,ansoogupta,"planning a trip is fun, unplanned is even more "
2017,460629,0,2072492338,Sun Jun 07 21:07:51 PDT 2009,NO_QUERY,Hayleeeeey,@EmmaJaneeee ewwwwwwwwwwwwww im trying but failing 
13805,1328131,1,2015476357,Wed Jun 03 04:45:59 PDT 2009,NO_QUERY,ReversedMan,my hayfever has gone  My stomach bug has gone  my stomach still hurts  Banana Phone reversed will be up very soon 
27595,1462593,1,2064046871,Sun Jun 07 05:02:39 PDT 2009,NO_QUERY,SpiKeYMiKeY182,"@jaret2113 amateur night is awesome, can't wait for the new record  get back to the uk soon."
34333,408045,0,2059316224,Sat Jun 06 16:41:11 PDT 2009,NO_QUERY,nestacooper,off to work 
14625,626574,0,2230637807,Thu Jun 18 17:23:42 PDT 2009,NO_QUERY,kpj104,@LinuxWeather lemme know if you have success!  i've failed 
37048,766531,0,2299983807,Tue Jun 23 13:35:20 PDT 2009,NO_QUERY,thismodernpanda,Aw R.I.P Good Books 
2374,1428312,1,2059547749,Sat Jun 06 17:09:10 PDT 2009,NO_QUERY,ginabella,"@sweetbaboo1979 Not underground, more &quot;in your face, politely&quot;.   w/7 kids I have a HUGE investment in future of our country!"
16087,1305734,1,2011373602,Tue Jun 02 18:55:20 PDT 2009,NO_QUERY,rockstarbaby7,wanna be with you right now... 
12073,1392504,1,2053416760,Sat Jun 06 04:28:51 PDT 2009,NO_QUERY,MollyLOVESAston,@Diana_Vickers_ Morninggg diana  Its england what do we expect?  haa xxxx
18079,371319,0,2050395204,Fri Jun 05 18:35:32 PDT 2009,NO_QUERY,JTroupTV,"So clearly the new Jay-Z record has dropped, and I'm the only one in the known Twitterverse who hasn't heard it. "
23453,400103,0,2057326956,Sat Jun 06 12:47:44 PDT 2009,NO_QUERY,Stepherrrs,soo sad I can't meet jesse mccartney BUT I STILL GET TO SEE HIM ....i guess that's good enough 
41375,1050295,1,1960649920,Fri May 29 08:17:37 PDT 2009,NO_QUERY,ratgrl,@CathyZielske Coming Toon huh? Are Bugs and Tweetie co-teaching? Because that would seriously rock. 
27860,1059244,1,1963137682,Fri May 29 12:15:38 PDT 2009,NO_QUERY,MaschaD,@mrs_mcsupergirl nope thats not stalking in my book 
3399,555779,0,2204141032,Wed Jun 17 01:25:53 PDT 2009,NO_QUERY,imarkus,"Morning all - been away in Paris, got ill, French food ain't all that! "
14061,1204177,1,1986217604,Sun May 31 18:30:27 PDT 2009,NO_QUERY,ragamuffinquilt,"Had a great day at Table Rock State Park; fishing, swimming, ice cream at Aunt Sue's; what a great start to our summer. "
27887,1219159,1,1989910030,Mon Jun 01 03:14:15 PDT 2009,NO_QUERY,jeffpulver,@kory Hey Kory. I hope you figure out a way to visit NYC in a couple of weeks. Good afternoon. 
41672,892404,1,1691197490,Sun May 03 17:19:08 PDT 2009,NO_QUERY,lacrossecutie19,Bbq with the family.then off to do homework. 
38969,614642,0,2225972060,Thu Jun 18 11:22:26 PDT 2009,NO_QUERY,xAimes,@badingding i would like that explaines tome too! haha i didnt get one! 
40133,926973,1,1755842340,Sun May 10 10:09:37 PDT 2009,NO_QUERY,squeegeebean,@colorsblend Hahahaha. I heard. 
2904,1230123,1,1991497020,Mon Jun 01 07:08:43 PDT 2009,NO_QUERY,GitaAsuncion,@gcarrillo Congratulations!  Well deserved!  
10649,16789,0,1556054185,Sat Apr 18 21:30:00 PDT 2009,NO_QUERY,shelle_love,"Wants to go to a club and listen to some good music, then she woke up and saw that that doesn't exist here "
23163,1202351,1,1985840567,Sun May 31 17:52:21 PDT 2009,NO_QUERY,Eva_Lott_,"$3 you call its all night at Babylon Show Club. Text me for details.  480 252 4507  Hot Chicks, Booze and Special Guests.  Come o ..."
7364,933183,1,1791676720,Wed May 13 20:47:02 PDT 2009,NO_QUERY,ananas72,"Got off school early today  haha, so bored. Should do chem... nah! haha ?"
16867,258265,0,1985148689,Sun May 31 16:31:49 PDT 2009,NO_QUERY,exortabreedoll,"great, what an ugly day ! "
13333,1068738,1,1965789144,Fri May 29 16:32:45 PDT 2009,NO_QUERY,LaBarceloneta,"@LiquidToffee I don't need a Twitter secretary, but will be happy to conduct interviews. "
41539,1053448,1,1961659326,Fri May 29 09:50:47 PDT 2009,NO_QUERY,Keech26,"My mouth just watered!!! Looks DELICIOUS! Save me some punk, better yet, Bring me some ----&gt; @byronmlLunch downtown  http://mypict.me/1ZxV"
34943,591262,0,2217597462,Wed Jun 17 21:05:57 PDT 2009,NO_QUERY,christylr,@Wilofgren 
29124,676591,0,2248443763,Fri Jun 19 20:38:00 PDT 2009,NO_QUERY,AlexReifel,@follownatalie no you don't anymore 
7545,392367,0,2055130809,Sat Jun 06 08:45:21 PDT 2009,NO_QUERY,jamiemcflyx,England are the most boring team to watch ever 
7684,1205376,1,1986522485,Sun May 31 18:57:15 PDT 2009,NO_QUERY,Gokani,@dwaynecarter when you arriving in london im actually coming to see u in july  cannot wait!!! xxx
22210,623444,0,2229556174,Thu Jun 18 15:53:15 PDT 2009,NO_QUERY,KandyKayteeBamf,"Moving from the computer, to the Iphone..mobeel (batmobeel) ii cant spell  fml"
14567,651568,0,2237931859,Fri Jun 19 06:34:39 PDT 2009,NO_QUERY,spinesurgeon,Kapil Sibal is planning to do everything to make College Education something to be reserved for elite and away from common man   
42442,1543636,1,2181449010,Mon Jun 15 11:50:33 PDT 2009,NO_QUERY,peacesignpamFOD,hubby home..bye 
45556,1485841,1,2067960187,Sun Jun 07 13:15:16 PDT 2009,NO_QUERY,iAligator,"Yup, I'll show you a pic "
20132,1233536,1,1992189815,Mon Jun 01 08:21:01 PDT 2009,NO_QUERY,Matslarsen,"after effects, all day and night, woho! "
48687,1500106,1,2071052274,Sun Jun 07 18:45:09 PDT 2009,NO_QUERY,KarolynSzot,red mango with dad 
43089,627628,0,2230994094,Thu Jun 18 17:53:54 PDT 2009,NO_QUERY,xiwantitallx,is STILL in the costume shop doing fittings... since 10am!  FML.
7575,472309,0,2176813046,Mon Jun 15 04:48:52 PDT 2009,NO_QUERY,media4change,Alex is off on her hols for 2 weeks  but we have Lorna here on work experience - yay!
4941,1528061,1,2177299433,Mon Jun 15 05:51:11 PDT 2009,NO_QUERY,typicaal,i just changed my profile picture! It's me to the left and my bestiiiiie to the right 
13681,555862,0,2204156733,Wed Jun 17 01:28:23 PDT 2009,NO_QUERY,niissaa,Just had facial. It's the most hurt facial ever 
38273,302022,0,1998839418,Mon Jun 01 19:12:31 PDT 2009,NO_QUERY,vernedra,Just realized I've been to a over 2 handsful of baby showers &amp; 1 bridal shower in my whole life; Something isn't right w/ this picture 
23162,281589,0,1992370460,Mon Jun 01 08:38:39 PDT 2009,NO_QUERY,jsucher,about to head out in the rain 
41753,1431432,1,2060084600,Sat Jun 06 18:13:36 PDT 2009,NO_QUERY,SamTimeInc,Bout to go hit the gym again! Wanna join me? 
28650,1310719,1,2013358376,Tue Jun 02 22:29:15 PDT 2009,NO_QUERY,neatOH,@DonnieWahlberg hey ddub! what happened with the logo contest?  results? or did u mk an online gallery of the artwork?  do tell 
30558,1577628,1,2189706561,Tue Jun 16 00:41:53 PDT 2009,NO_QUERY,sofiepuppycyrus,I just wrote a song no one has ever herd yet!  So at dinner I jumped up and started singing it!
20802,1181679,1,1982118292,Sun May 31 10:33:52 PDT 2009,NO_QUERY,zubinsaxena,"Oh, I got it...@baxiabhishek Never mind..Ignore that last tweet.. "
14569,128302,0,1834885691,Mon May 18 04:30:49 PDT 2009,NO_QUERY,Shaun_R,@mattydee Oh and this service doesn't allow that... Else I'd be fine. 
31895,1034553,1,1956013204,Thu May 28 21:01:32 PDT 2009,NO_QUERY,sammy148,Today going so get magott and watch Carlton kick West Coast's ass  Go Carlton!!!!!
48076,666628,0,2245347542,Fri Jun 19 16:00:21 PDT 2009,NO_QUERY,domingo421,iPhone upgrade survived...lost data during jailbreak   internet tethering works     http://twitpic.com/7uh0t
38222,564948,0,2206362284,Wed Jun 17 06:25:33 PDT 2009,NO_QUERY,skeeterbop,"@Destini41 Wish I could, however, don't get show out here till 2 pst. "
30043,885898,1,1686595982,Sun May 03 06:04:14 PDT 2009,NO_QUERY,nimz_island,Watched &quot;Barah Aana&quot;....nice Drama. Naseerudin Shah is great as usual 
6703,1323039,1,2014857232,Wed Jun 03 02:55:08 PDT 2009,NO_QUERY,aisyaj,@TheDannyNoriega wow congratulations! Keep it up 
48767,850660,1,1565537697,Mon Apr 20 06:59:37 PDT 2009,NO_QUERY,marylutz,@DrMommy Wow cool! Let me know when it's ready. I'd like to see it 
3556,192332,0,1969828334,Sat May 30 01:22:50 PDT 2009,NO_QUERY,clairebear_12,"is off to work again but wants to be sitting in the sun  the sun better stay for my days off, and i'm still thinking about last night :S"
40092,429629,0,2064165449,Sun Jun 07 05:26:23 PDT 2009,NO_QUERY,liabellarain,in for a long ass day.. then back to the courthouse tomorrow! I'mma miss you today dollface 
48921,748055,0,2284092489,Mon Jun 22 13:27:13 PDT 2009,NO_QUERY,msFranrose,"&lt;-- hungry... Craving chicken noodle soup, or any soup in general. I think it has a lot to do with the dreary weather here in WA. "
41425,695472,0,2253263229,Sat Jun 20 07:52:21 PDT 2009,NO_QUERY,P1nk_Diam0nd,tryin to mentally prepare myself to clean my room...n missing my car 
47308,1268574,1,2000070530,Mon Jun 01 21:21:06 PDT 2009,NO_QUERY,macfeather926,@ddlovato: you girls are so pretty. i love your guys' dresses 
34877,1353802,1,2046836907,Fri Jun 05 12:45:51 PDT 2009,NO_QUERY,NKOTB_Ottawa,@Uk_joedan_fan CAN U PLS email me ur addy again its friggin disappeared sending off songs now list??? 
18851,851387,1,1565802055,Mon Apr 20 07:35:05 PDT 2009,NO_QUERY,chgowiz,@renkai If Dungeon Mastering can be considered an art... but kinda hard to show you a performance 
14466,399038,0,2057047793,Sat Jun 06 12:16:20 PDT 2009,NO_QUERY,Kyraxx3,"LOOOL!! Jonasbrothersmusic , the youtube account got SUSPENDED!  Poor Them."
48826,1190082,1,1983657354,Sun May 31 13:34:45 PDT 2009,NO_QUERY,alicia1039,This is the third time this week I've watched Beauty and the Beast. Haha. 
12000,886430,1,1686730638,Sun May 03 06:34:06 PDT 2009,NO_QUERY,jeulasthenameyo,Just got home from plansem. FUN! 
2520,1128248,1,1975327309,Sat May 30 14:55:35 PDT 2009,NO_QUERY,boomerangutang,@Mangowe Got a few jeans fly buttons that need doing when you're done with sequins 
30831,518678,0,2191602357,Tue Jun 16 05:36:47 PDT 2009,NO_QUERY,x33jn,dropped my phone on the sidewalk. . D: swear.. I heard it cry . Poor baby 
45015,812725,1,1548585340,Fri Apr 17 21:22:14 PDT 2009,NO_QUERY,Axleuk,@heykim 5 more to go Kim 
39700,1052547,1,1961464699,Fri May 29 09:32:37 PDT 2009,NO_QUERY,McCarthyMR,just got home and sorting myself out ready for a heavy night in London.  I get the feeling it could be quite messy tonight. 
1361,276692,0,1991095295,Mon Jun 01 06:23:36 PDT 2009,NO_QUERY,parker008,@jelly__bean i just read about that too  hope they find the airplane asap
13223,1422337,1,2058480833,Sat Jun 06 15:01:40 PDT 2009,NO_QUERY,Cow_Go_Moo,@IIAinleyII I'm just bored with it!!! 
21944,124259,0,1834074832,Mon May 18 01:31:54 PDT 2009,NO_QUERY,MrIanV,Think I messed up my camera... Got it all wet  hope all my pics were saved! Won't know till I charge it and it drys out!
15503,528071,0,2194938686,Tue Jun 16 10:27:43 PDT 2009,NO_QUERY,Arrowman01,2nd time this year my truck drove off on a flatbed  
29699,1215799,1,1989575885,Mon Jun 01 02:02:37 PDT 2009,NO_QUERY,Alembert,@ta1sh9 ã?ªãã?¨ï½ãã??ã?ã?ã?ã?°å?ä»£ç°ç·ãèµ°ã?£ã?¦ã?¾ã?ã?ã?­ 
47138,1537043,1,2179458100,Mon Jun 15 09:07:49 PDT 2009,NO_QUERY,zazrasta,My internet isn't working... Rats. Well i'm going to the beach today with the fam  
43680,989585,1,1834894854,Mon May 18 04:32:29 PDT 2009,NO_QUERY,UrbanWiseWifey,Good Morning Twitter! I slept SO good!  I had a dream about @aplusk but nothing kinky... it was kind of boring actually but I slept good!
6973,378680,0,2052162366,Fri Jun 05 23:51:06 PDT 2009,NO_QUERY,nattywittagatty,Just won't up because of the loud thundering and lightning!!! I am terrified. Did I ever mention that? Yea... 
6875,845967,1,1564315218,Mon Apr 20 02:53:05 PDT 2009,NO_QUERY,GugsS,@willcooper liking the new site... much easier to search through and love the sector breakdowns 
22597,1591558,1,2191582691,Tue Jun 16 05:34:26 PDT 2009,NO_QUERY,tnbfoundation,"Stuck in downtown tunnle traffic, and the coffee hasn't kicked in yet, time for some prayers "
24112,1339923,1,2018880615,Wed Jun 03 10:39:22 PDT 2009,NO_QUERY,zefflovesu,"say hello, say hello do a new day "
35791,299651,0,1998065103,Mon Jun 01 17:56:04 PDT 2009,NO_QUERY,CackleberryKids,just spilt honey all over my nice clean jumper...... 
2976,60949,0,1686562992,Sun May 03 05:56:51 PDT 2009,NO_QUERY,SabexMacGrgx,wants curly hair . humph. 
3511,1028523,1,1932636886,Tue May 26 21:53:03 PDT 2009,NO_QUERY,SimplyJulia,@ibeatcancrtwice  FDLMAO  Thats great!!!
33396,342027,0,2015169752,Wed Jun 03 03:54:42 PDT 2009,NO_QUERY,jonwoodward,@imaginefx Damn my local WH Smith - still got the old issue on the shelf 
151,120606,0,1833256509,Sun May 17 22:44:10 PDT 2009,NO_QUERY,fira_18,I am so glad we went to LA Yesterday instead of today... imagine me Driving in LA traffic with n Earthquake... Scary thought 
3706,1098212,1,1970461969,Sat May 30 03:57:59 PDT 2009,NO_QUERY,beverleezy,"going to sleeep, tonite was a trip. loving dalestar tho  HAHA. getting up @ 6, fml. fishing tournament ! bouta own these suckaaas. (; LMAO"
6009,54842,0,1684868003,Sat May 02 22:17:42 PDT 2009,NO_QUERY,mp_8,I have a MAJOR headache 
48067,1474544,1,2065750165,Sun Jun 07 09:12:59 PDT 2009,NO_QUERY,sageeb,@vlvl the doctor recommends more TV and some chocolate. 
26157,553687,0,2203682650,Wed Jun 17 00:17:23 PDT 2009,NO_QUERY,LeMarianne,Last French class later. TrÃ©s triste! 
27777,1048754,1,1960217633,Fri May 29 07:36:47 PDT 2009,NO_QUERY,thecelebhost,@keitaeden I luv them too haha and u babes U showed me madddd luv! Or soon anyway shhh !!  lmao ka Boom POW I'm done!
32765,496811,0,2185684070,Mon Jun 15 17:45:05 PDT 2009,NO_QUERY,Killer_Kid,@LadiieKay I would but Jesus asked me to give up...  he can be convincing with all his talk of hell and crucifixion! Pretty HXC
40060,1277646,1,2001344134,Tue Jun 02 00:34:46 PDT 2009,NO_QUERY,chieftech,Just got some nice feedback from a client via email about a meeting I helped to facilitate... a good way to end the day! 
18283,420871,0,2062297401,Sat Jun 06 22:50:34 PDT 2009,NO_QUERY,blossommorphine,@MeganToscano But now ST is back... but the 'other' is still there. 
8322,1561688,1,2186649298,Mon Jun 15 19:08:16 PDT 2009,NO_QUERY,LaureenasLife,I caught me a Pilot-Hes in Cuffs on the floor LOL! Laureena 
22807,1030438,1,1932926648,Tue May 26 22:33:11 PDT 2009,NO_QUERY,chinandjuice,@trent_reznor what the fuck? thanks for the info..you should sneak pics and post em for laughs 
29354,1175547,1,1981116091,Sun May 31 08:27:15 PDT 2009,NO_QUERY,Bhav80,relaxing in the sun 
11432,1335846,1,2017104667,Wed Jun 03 07:52:03 PDT 2009,NO_QUERY,miissmellyss,training tonight yeah!! 
